,Compound Score,Negative Score,Neutral Score,News Organization,Positive Score,Tweet,Tweet Number
159,0.6808,0.0,0.752,@CBS,0.248,Comic @JayLeno reflects on the major impression Carol Burnett left on him. Celebrate The Carol Burnett 50th Anniver… https://t.co/PIakndHJt1,59
160,0.3612,0.0,0.865,@CBS,0.135,"Watch #BrunoMars perform ""That's What I Like"" in Bruno Mars: 24K Magic Live at the Apollo: https://t.co/hAFcB9HpE3 https://t.co/I7ZWHdDYCP",60
161,0.0,0.0,1.0,@CBS,0.0,"Watch #BrunoMars perform ""24K Magic"" in Bruno Mars: 24K Magic Live at the Apollo: https://t.co/UgD4fC5cS6 https://t.co/iTGKJSbjwY",61
162,-0.3595,0.128,0.872,@CBS,0.0,Missed Bruno Mars: 24K Magic Live at the Apollo Theater? Keep up! Watch the full show: https://t.co/itXpGB5gRm… https://t.co/nkRMIUd2Df,62
163,0.6239,0.0,0.55,@CBS,0.45,RT @CWatkinsTV: That. Was. Amazing! #BrunoMars,63
164,0.0,0.0,1.0,@CBS,0.0,The stage is 🔥🔥 #BrunoMars https://t.co/nykrDH46Bs,64
165,0.5542,0.0,0.796,@CBS,0.204,RT @anitakearney65: I could watch this all night #Brunomars #BrunosTvSpecial so much fun to watch OMG,65
166,0.0,0.0,1.0,@CBS,0.0,Everybody put your hands up! #BrunoMars https://t.co/jU7NyttAqv,66
167,0.0,0.0,1.0,@CBS,0.0,RT @Sara_nurse: My 2yr old niece heard @BrunoMars and is now up singing and dancing #BrunosTVSpecial #BrunoMars,67
168,0.0,0.0,1.0,@CBS,0.0,"RT @AllieNY86: His voice is mesmerizing 
#BrunoMars",68
169,0.7482,0.0,0.566,@CBS,0.434,RT @BrunoMars: We love you MARY!!!! ❤️ #BrunosTvSpecial,69
170,0.8513,0.0,0.458,@CBS,0.542,RT @RDMichelleLNK: Loving a dose of #BrunoMars midweek. So amazing!,70
171,0.7232,0.0,0.698,@CBS,0.302,We’re only halfway into the show. Get ready for more of your favorite #BrunoMars tunes! https://t.co/BJh0PeX864,71
172,0.0,0.0,1.0,@CBS,0.0,"When #BrunoMars tells you to pick up the phone, that’s exactly what you do. https://t.co/JZDS26h3lL",72
173,0.8979,0.049,0.557,@CBS,0.394,RT @MargoSlade: Best way to relax after a hard day of work watching #BrunoMars on #BrunosTVSpecial my heart is the happiest,73
174,0.0,0.0,1.0,@CBS,0.0,RT @Tiffany48184: Now that's how you open up a show!!!!! #BrunoMars,74
175,0.6988,0.0,0.548,@CBS,0.452,RT if you’re ready to party with #BrunoMars!! https://t.co/o4qQoKOzgH,75
176,0.0,0.0,1.0,@CBS,0.0,RT @BrunoMars: POP POP!!💥💥 everyone tweet #BrunosTvSpecial! We on!!!! 🍾,76
177,0.7067,0.0,0.754,@CBS,0.246,RT @Queentassia14: Bruno Mars Live at the Apollo!!!! Yeah I have to wake up at like 4 am for work.... but it's worth it. #BrunoMars #Brunos…,77
178,0.0,0.0,1.0,@CBS,0.0,RT @asbstar30: BRUNO #BrunoMars,78
179,0.0,0.0,1.0,@CBS,0.0,"Get on your feet, and prepare to dance. #BrunoMars is hitting the stage! https://t.co/yOyq8JlMZj",79
180,0.6514,0.0,0.842,@CBS,0.158,"Pop pop, it's showtime! Bruno Mars: 24K Magic Live at the Apollo starts at 10/9c on CBS, or try 1 month FREE of CBS… https://t.co/cpCSYDKieM",80
181,0.1139,0.0,0.936,@CBS,0.064,Calling all Bruno Mars' lovelies... don't miss Bruno Mars: 24K Magic Live at the Apollo tonight @ 10/9c on CBS &amp; CB… https://t.co/nGOgukLMx9,81
182,0.6825,0.0,0.772,@CBS,0.228,You'll treasure this special night with #BrunoMars! Find out how to watch Bruno Mars: 24K Magic Live at the Apollo… https://t.co/qF2eRcJLSJ,82
183,0.5826,0.0,0.848,@CBS,0.152,RT @BrunoMars: Ladies put your hoops on tonight! Fellas break out that good cologne! #BrunosTvSpecial is airing on @CBS! What y’all trynna…,83
184,0.0,0.0,1.0,@CBS,0.0,RT @YoungSheldon: Sheldon will do whatever it takes to get his hands on his own computer in tomorrow's all-new episode of #YoungSheldon! ht…,84
185,0.0,0.0,1.0,@CBS,0.0,RT @survivorcbs: What drama will ensue on back-to-back episodes of #Survivor tonight? Watch a sneak peek now: https://t.co/LHcxyClSw1 https…,85
186,0.0,0.0,1.0,@CBS,0.0,Discover every reason why #BrunoMars is 24K Magic! Watch Bruno Mars: 24K Magic Live at the Apollo tonight @ 10/9c o… https://t.co/oaPjvl3rSW,86
187,0.0,0.0,1.0,@CBS,0.0,Did you catch these tiny moments during the 2017 Victoria's Secret Fashion Show? Find out what you may have missed:… https://t.co/IIyupot9uU,87
188,0.4559,0.0,0.858,@CBS,0.142,RT @funnyordie: Live! Watch Tim Meadows and Patrick Brammall of @NoActivityCBS play themselves in new 8-bit video game! https://t.co/nXCuHO…,88
189,0.0,0.0,1.0,@CBS,0.0,The 'Only Angel' @Harry_Styles saw last night were the ones on the runway! Watch him perform at the #VSFashionShow:… https://t.co/na8GAiZwmS,89
190,0.6124,0.0,0.8,@CBS,0.2,This entire collection is drop-dead gorgeous. See all the most sizzling looks from the 2017 #VSFashionShow:… https://t.co/zpTKXcm05r,90
191,0.4926,0.0,0.842,@CBS,0.158,"Stars @Miguel, @Harry_Styles, @leslieodomjr &amp; more set the tone for a truly incredible show! Watch all the musical… https://t.co/kmo4l3aGai",91
192,0.6696,0.0,0.809,@CBS,0.191,Some of the best moments happen behind the scenes! Here's your backstage pass to the 2017 Victoria's Secret Fashion… https://t.co/S8MpOnhC6b,92
193,0.6696,0.0,0.817,@CBS,0.183,"From the sky-high heels to the jaw-dropping wings, these outfits are fashion goals! See all the best looks from the… https://t.co/GnyZ8NnBYH",93
194,0.4201,0.087,0.754,@CBS,0.158,Missed the world’s most celebrated fashion show? Catch up on your own time and watch the entire 2017 Victoria's Sec… https://t.co/9OuYvHItzh,94
195,0.5826,0.0,0.848,@CBS,0.152,"RT @VictoriasSecret: That’s a wrap on the 2017 #VSFashionShow!! BIG thanks to the Angels, the people of Shanghai &amp; YOU for watching! https:…",95
196,0.5106,0.0,0.751,@CBS,0.249,Want to relive all of your favorite #VSFashionShow runway moments?  @GIPHY has you covered. https://t.co/mgfziAQR4c,96
197,0.9476,0.0,0.551,@CBS,0.449,"RT @vannalovescats: Another successful show. I’m so proud of all of the beautiful ladies, they all did amazing. The musical guests were FAN…",97
198,0.6289,0.0,0.629,@CBS,0.371,55 Models. 88 Looks. 1 FABULOUS Night. #VSFashionShow https://t.co/TmYqRjDRE5,98
199,0.0,0.0,1.0,@CBS,0.0,Two. Million. Dollar. Bra. 😮  #VSFashionShow https://t.co/4dp7RbMHlp,99
200,-0.3612,0.135,0.865,@CNN,0.0,"Turkish President Recep Tayyip Erdogan called Israel a ""terrorist"" and ""child-murderer state"" as he criticized US P… https://t.co/BKnHlFnpqF",0
201,0.5719,0.0,0.783,@CNN,0.217,A Hong Kong resident shares his tips for street photography so your images will look like a pro snapped them… https://t.co/5WoufYP4mX,1
202,-0.6705,0.191,0.809,@CNN,0.0,He was shot and killed by Chicago police in 2014. But that’s just the beginning of this story. #BeneathTheSkin… https://t.co/5v9LwaIdhK,2
203,0.0,0.0,1.0,@CNN,0.0,The Chicago Board Options Exchange on Sunday began trading bitcoin futures -- a new step for the cryptocurrency… https://t.co/ioVnnfy3wf,3
204,-0.4588,0.143,0.857,@CNN,0.0,"17 million infants around the world are breathing toxic air that can severely affect brain development, a new UNICE… https://t.co/17hus7Dff3",4
205,0.2732,0.0,0.89,@CNN,0.11,"Global arms sales increased for the first time in five years in 2016, a new report says https://t.co/K6yTDlfed9 https://t.co/i4cYJ3hftu",5
206,-0.5574,0.34,0.66,@CNN,0.0,Israeli army destroys tunnel from Gaza https://t.co/emKGf8IPZW https://t.co/OHXDWt8Vtc,6
207,0.0,0.0,1.0,@CNN,0.0,"During an appearance on a conspiracy-driven radio show in 2011, Alabama Senate candidate Roy Moore said getting rid… https://t.co/B4cZRMxXO6",7
208,0.0,0.0,1.0,@CNN,0.0,Sirius XM faces celebrity backlash after former White House Chief Strategist Steve Bannon rejoins radio show… https://t.co/HLJZVwW78o,8
209,-0.6597,0.188,0.812,@CNN,0.0,The rise of a ‘fish mafia’ in this small Mexican town is killing off an entire population of small porpoises.… https://t.co/W0tTmNUogp,9
210,-0.0253,0.131,0.742,@CNN,0.127,"“We're not looking for perfection, we're just looking for better than yesterday."" After rehab changed his life, Aar… https://t.co/fVpZmBWzqm",10
211,0.0,0.0,1.0,@CNN,0.0,President Trump spoke at the opening of the Mississippi Civil Rights Museum. Some civil rights and community leader… https://t.co/sX8XMVX9k3,11
212,-0.4019,0.231,0.769,@CNN,0.0,"Israel airstrikes, Gaza rockets amid tensions over Jerusalem https://t.co/8zRuyw7PO4 https://t.co/P47G7huOe0",12
213,0.34,0.0,0.87,@CNN,0.13,FBI email shows Attorney General Jeff Sessions wasn't required to disclose foreign contacts for security clearance… https://t.co/RWekrGKgQJ,13
214,0.0,0.0,1.0,@CNN,0.0,McLaren's 'most extreme' road car costs $1 million https://t.co/5CwE92eNfD https://t.co/GrQmRbIrMg,14
215,0.0772,0.0,0.925,@CNN,0.075,"Vice President Mike Pence and Palestinian Authority President Mahmoud Abbas won't meet, vice president's office con… https://t.co/Tx9YkRLoca",15
216,0.25,0.0,0.857,@CNN,0.143,"UN chief says ""America First"" slogan is ""detrimental to American interests"" https://t.co/Fdmv3o9TUT https://t.co/T3Z51xTtC2",16
217,0.0,0.0,1.0,@CNN,0.0,"Even with Congress in session, all eyes will be on Alabama on Tuesday https://t.co/Qa1pMjzwfv https://t.co/PjNhNKkHcH",17
218,0.2732,0.096,0.749,@CNN,0.155,Interior Secretary Ryan Zinke is pushing for a controversial road through a federally protected wilderness area in… https://t.co/pDolVX4lDn,18
219,0.0,0.0,1.0,@CNN,0.0,"""We should all be willing to listen to"" women who speak up about inappropriate sexual behavior, including President… https://t.co/BtPynSIb5U",19
220,0.4588,0.265,0.403,@CNN,0.332,The winners of the 2017 Nobel Peace Prize warn that nuclear destruction is 'one impulsive tantrum away'… https://t.co/xzz1xLGCSw,20
221,0.0736,0.083,0.821,@CNN,0.096,"""It's not at all a surprise that they (Russians) would make outreach to people they thought would have influence in… https://t.co/24yiPExN9C",21
222,0.1872,0.1,0.763,@CNN,0.137,Republican Sen. Susan Collins says she's not sure if she'll support the tax reform plan https://t.co/5YSNF3fLne https://t.co/tnM55Uu9G2,22
223,0.0,0.0,1.0,@CNN,0.0,Take a look at this week in politics https://t.co/8ktzXSEPN4 https://t.co/i8OYgFjIPJ,23
224,0.0,0.0,1.0,@CNN,0.0,Futures trading is a new step for Bitcoin's wild ride https://t.co/GMHpH5Fw8z https://t.co/TmNf8tzIf8,24
225,-0.5719,0.198,0.802,@CNN,0.0,She lost her leg after being hit by a drunk driver. Now she empowers fellow amputees to overcome their physical lim… https://t.co/dINDZ5JW69,25
226,-0.2023,0.153,0.847,@CNN,0.0,Mix-and-match health coverage can be a risky alternative to Obamacare https://t.co/23NHVKbXQW https://t.co/76jyYlu0lj,26
227,-0.4939,0.211,0.789,@CNN,0.0,"CORRECTION: Jailed ""King of Spin"" Max Clifford dies in UK hospital https://t.co/mDlPZdNE9K https://t.co/qgHMGBdTP3",27
228,-0.6705,0.44,0.56,@CNN,0.0,Swedish police question suspects after synagogue attack https://t.co/3AlN0ZnOnc https://t.co/5Enu6RVoqw,28
229,0.0,0.0,1.0,@CNN,0.0,"President Trump has to live with the consequences of his Israel decision, writes Nic Robertson for @CNNOpinion… https://t.co/QbOk7FJSwi",29
230,0.3412,0.0,0.833,@CNN,0.167,Alabama Senate candidate Roy Moore says he has never molested anyone https://t.co/4F7ipmrsLz https://t.co/quVFW9P8gs,30
231,0.0,0.0,1.0,@CNN,0.0,"""Time is of the essence,"" UN official says after visit to North Korea https://t.co/kPzalGuqWh https://t.co/KHWyssfkeX",31
232,-0.4939,0.286,0.714,@CNN,0.0,The hidden fear driving the market surge https://t.co/jZVgAGZ7it https://t.co/MADYFBCHZ3,32
233,-0.2263,0.16,0.84,@CNN,0.0,Protesters and police clash outside US embassy in Beirut https://t.co/buz5mXWp3F https://t.co/X2JNZ8p3wP,33
234,-0.5719,0.316,0.684,@CNN,0.0,Heavy snow brings travel chaos to UK https://t.co/vVRzn8LEVP https://t.co/Mm7FLshDpW,34
235,0.0,0.0,1.0,@CNN,0.0,Ski racer Lindsey Vonn injures back and pulls out of a competition in St. Moritz https://t.co/5zVmooeTLI https://t.co/KjveQNCQFs,35
236,-0.6597,0.31,0.69,@CNN,0.0,UK foreign minister ends Iran trip with no announcement on jailed woman https://t.co/9wBvAfh8Qr https://t.co/2Wgp4dmdSE,36
237,0.0,0.0,1.0,@CNN,0.0,The gold rush for black market fish bladders has pushed this tiny porpoise toward extinction #vaquita… https://t.co/TQfbYwqPZc,37
238,0.5983,0.0,0.822,@CNN,0.178,Voting for CNN Hero of the Year CLOSES Tuesday 12/12 at 11:59pm PT -- VOTE NOW at https://t.co/ANMKKlbytz!… https://t.co/CuFQv7zB4U,38
239,0.0,0.0,1.0,@CNN,0.0,"Here's your ski resort guide to St. Moritz, Switzerland https://t.co/9NcNA31QQ1 https://t.co/57kMyQRIOa",39
240,0.0,0.0,1.0,@CNN,0.0,"""King of Spin"" Max Clifford dies in UK jail https://t.co/mDlPZdNE9K https://t.co/XodLjZtMLQ",40
241,0.0,0.0,1.0,@CNN,0.0,"Alabama Sen. Richard Shelby says he ""couldn't vote for Roy Moore"" https://t.co/3T8Xq0vCXe https://t.co/mIZijkBue1",41
242,0.6581,0.0,0.695,@CNN,0.305,What a shot! The most amazing sports photos of 2017 https://t.co/bhSvDBYijR https://t.co/P8fBoXNPf2,42
243,0.5096,0.0,0.845,@CNN,0.155,"UN Chief António Guterres: ""It's essential to understand that refugees are not terrorists. They are the first victi… https://t.co/x5MU0FygNd",43
244,-0.296,0.104,0.896,@CNN,0.0,Pressure is mounting on Congress to act before year’s end on Deferred Action for Childhood Arrivals. What they deci… https://t.co/AwRUbU4BJb,44
245,0.2716,0.0,0.896,@CNN,0.104,"""It is very important for the world...that the US engages,"" UN Chief Antonio Guterres tells @FareedZakaria during a… https://t.co/FDF9ehtiri",45
246,0.4215,0.066,0.789,@CNN,0.145,"The Honest Company founder Jessica Alba tells @PoppyHarlowCNN that ""it’s tough when you’re the only woman in the ro… https://t.co/14mpfoLC3A",46
247,-0.5267,0.167,0.833,@CNN,0.0,"""This is kind of the new normal,"" says California Gov. Jerry Brown, after a week of raging wildfires… https://t.co/Sk6Yh2IffQ",47
248,-0.5719,0.198,0.802,@CNN,0.0,She lost her leg after being hit by a drunk driver. Now she empowers fellow amputees to overcome their physical lim… https://t.co/EVxCuS4uQY,48
249,-0.128,0.086,0.914,@CNN,0.0,A group of precocious kids had some tough questions for Santa Claus on @nbcsnl last night https://t.co/M70oxgiqRJ https://t.co/zDbbuNDoUT,49
250,0.647,0.067,0.669,@CNN,0.264,Rep. Adam Schiff on Russian outreach to Hope Hicks: “It’s not at all a surprise that they would make outreach to pe… https://t.co/MwQM9RE14r,50
251,0.0,0.0,1.0,@CNN,0.0,Instagram is testing a standalone messaging app called Direct https://t.co/0B9ky2jDio https://t.co/EIP9KH2gmO,51
252,0.4215,0.0,0.865,@CNN,0.135,"US Ambassador to the United Nations Nikki Haley: ""Jerusalem is the capital of Israel...whatever is East Jerusalem o… https://t.co/hnnw3xaf3q",52
253,0.1531,0.1,0.773,@CNN,0.127,US Ambassador to the United Nations Nikki Haley: “I have no concern” that President Trump’s Jerusalem decision will… https://t.co/ZHep68YyhL,53
254,0.4215,0.0,0.877,@CNN,0.123,"US Ambassador to the United Nations Nikki Haley says moving the capital of Israel to Jerusalem will ""move the ball… https://t.co/DbDpLD6McJ",54
255,0.0,0.0,1.0,@CNN,0.0,"Republican Alabama Sen. Richard Shelby says there's ""something for just about everybody"" in the GOP tax bill… https://t.co/hy29AebKKk",55
256,0.0772,0.0,0.936,@CNN,0.064,"“I want to reiterate again: I didn’t vote for Roy Moore, I wouldn’t vote for Roy Moore, I think the Republican Part… https://t.co/2R9DV9eqAo",56
257,-0.296,0.109,0.891,@CNN,0.0,"Republican Alabama Sen. Richard Shelby on Roy Moore’s accusers: “I think the women are believable, I have no reason… https://t.co/cVbHjeOmTy",57
258,0.0,0.0,1.0,@CNN,0.0,"Republican Alabama Sen. Richard Shelby: “I couldn’t vote for Roy Moore, I didn’t vote for Roy Moore, I wrote in a d… https://t.co/Q40njVbgsQ",58
259,0.3818,0.0,0.833,@CNN,0.167,"An Iranian-Turkish gold trader admitted in a US court that he made ""maybe $150 million"" by helping Iran dodge inter… https://t.co/yg1Kck4Zxt",59
260,-0.6597,0.188,0.812,@CNN,0.0,The rise of a ‘fish mafia’ in this small Mexican town is killing off an entire population of small porpoises.… https://t.co/AmToMyq64y,60
261,0.0,0.0,1.0,@CNN,0.0,"We all tend to change our voices when talking to babies, but those changes can also vary across cultures. Here's ho… https://t.co/knCYMFE4kH",61
262,-0.0253,0.131,0.742,@CNN,0.127,"“We're not looking for perfection, we're just looking for better than yesterday."" After rehab changed his life, Aar… https://t.co/5HRacrBX3M",62
263,-0.3182,0.211,0.675,@CNN,0.114,"Four questions the November jobs report will help to answer:

- How low can unemployment go?

- Any remaining hurri… https://t.co/3mVntmTOA4",63
264,0.0516,0.0,0.93,@CNN,0.07,Dramatic footage from @sarasidnerCNN shows one of the Southern California wildfires has jumped over a freeway while… https://t.co/DFuXTPkuja,64
265,-0.4939,0.151,0.849,@CNN,0.0,New imaging finds crescent-shaped eye damage in a woman who tried to view the total solar eclipse in August… https://t.co/SdkIu6dPPF,65
266,0.5574,0.0,0.847,@CNN,0.153,The stock market has seen a record-breaking ascent this year. But who is actually making money off the boom? Rich p… https://t.co/CJ8V8KtDJb,66
267,0.4588,0.103,0.675,@CNN,0.222,"Flu season is gaining speed in the United States, especially in the South, after getting off to a slow start… https://t.co/nFotP1jG5X",67
268,0.0,0.0,1.0,@CNN,0.0,The gold rush for black market fish bladders has pushed this tiny porpoise toward extinction #vaquita… https://t.co/5Wn1UGNZuC,68
269,0.1027,0.12,0.744,@CNN,0.136,"US jobs continued their strong run in November as employers added 228,000 jobs and the unemployment rate remained a… https://t.co/NYSqgRvB0s",69
270,0.3612,0.0,0.884,@CNN,0.116,"""Horse people are a community... Leaving one behind is like leaving a child behind ... you just can't do it.""

Hors… https://t.co/6Y888FVc4X",70
271,-0.296,0.121,0.879,@CNN,0.0,How states that carried Trump to victory avoid one sticky part of the tax bill https://t.co/WJ7mEeH7TA https://t.co/NYXJI8onFY,71
272,0.0,0.0,1.0,@CNN,0.0,"State Department officials defended President Trump's recognition of Jerusalem as Israel's capital, saying it refle… https://t.co/MfvgXGJ45B",72
273,0.0,0.0,1.0,@CNN,0.0,A woman who made it through a wildfire in Southern California turned her home into a donation site for victims… https://t.co/psGRaWVtke,73
274,-0.6124,0.278,0.722,@CNN,0.0,Hispanic unemployment in the US is at an all-time low under President Trump https://t.co/pp37gMuqQR https://t.co/W0DQM5JLSY,74
275,0.0,0.0,1.0,@CNN,0.0,"""My life depends on it. I need you to make your vote match your principles, Senator."" A man who says he was recentl… https://t.co/i8HgQFVMXl",75
276,-0.5423,0.259,0.741,@CNN,0.0,Facebook has made its internal sexual harassment policy public https://t.co/Mnhn3IkTo9 https://t.co/mb3KpYAhZa,76
277,0.0,0.0,1.0,@CNN,0.0,A @CNNMoney reporter bought $250 in bitcoin. Here's what he learned https://t.co/AXbsPWYfWQ https://t.co/OF973bs3zG,77
278,0.2732,0.0,0.905,@CNN,0.095,"References to climate change and the EPA's use of renewable energy have been removed from several of its web pages,… https://t.co/f4IiBEOLx2",78
279,-0.3626,0.152,0.848,@CNN,0.0,"The critically acclaimed drama ""Big Little Lies"" is officially coming back for another season… https://t.co/WmE6oKMtVQ",79
280,-0.6597,0.188,0.812,@CNN,0.0,The rise of a ‘fish mafia’ in this small Mexican town is killing off an entire population of small porpoises.… https://t.co/RE2Aj4GJtB,80
281,-0.2732,0.165,0.717,@CNN,0.118,"The official death toll in Puerto Rico from Hurricane Maria rises to 64, public safety agency says. Investigations… https://t.co/IM9AcX6okY",81
282,0.0,0.0,1.0,@CNN,0.0,The European Union has blacklisted 17 countries and territories as part of a crackdown on tax havens… https://t.co/hJGEYT8o0v,82
283,0.0,0.0,1.0,@CNN,0.0,"“It’s more than a cup of coffee, it’s a human rights movement” says Amy Wright, who founded @bittyandbeauscoffee em… https://t.co/PswOGnrE1K",83
284,0.0,0.0,1.0,@CNN,0.0,"Obama is right — US democracy is fragile, writes Ruth Ben-Ghiat https://t.co/3HT3bbHVu6 (via @CNNOpinion) https://t.co/QNX9n7aDvC",84
285,0.0,0.0,1.0,@CNN,0.0,"For the first time in American politics, anonymous ""dark money"" political donations could become tax-deductible… https://t.co/8vx7gDtlKu",85
286,0.836,0.0,0.639,@CNN,0.361,"University of Oklahoma quarterback Baker Mayfield wins the Heisman Trophy, as college football's best player… https://t.co/e9BpQH8fDi",86
287,-0.4026,0.169,0.732,@CNN,0.099,"Bitcoin's phenomenal rise this year may be making speculators very rich, but some observers say it's terrible for t… https://t.co/RJ1TEaPxQR",87
288,0.128,0.091,0.788,@CNN,0.121,Black market demand for fish bladders created the Wild West at sea #vaquita https://t.co/gisBTmEWJM https://t.co/zdRvSXSoaF,88
289,-0.6113,0.25,0.75,@CNN,0.0,7 images that show why the Southern California wildfires are so dangerous https://t.co/L1J7JTqkoc https://t.co/oxPbXQkz59,89
290,-0.3818,0.147,0.784,@CNN,0.069,"Larry Nassar, the former USA Gymnastics doctor who admitted to sexually abusing underage girls, has been sentenced… https://t.co/ybnYj5BEKU",90
291,0.2263,0.0,0.905,@CNN,0.095,President Trump will undergo a physical examination early next year and allow doctors to release details of his med… https://t.co/ZB8W7Kmh7F,91
292,-0.4215,0.128,0.872,@CNN,0.0,Singapore Airlines changed a flight route between Asia and the US earlier this year because of fears over North Kor… https://t.co/JQ4OcaqMJr,92
293,-0.6705,0.191,0.809,@CNN,0.0,He was shot and killed by Chicago police in 2014. But that’s just the beginning of this story. #BeneathTheSkin… https://t.co/w7OAWo1MAK,93
294,-0.5994,0.197,0.803,@CNN,0.0,"To combat drug use, this gas station is installing blue lighting that makes it difficult for addicts to see their v… https://t.co/9hDGEOd0kl",94
295,-0.296,0.115,0.885,@CNN,0.0,The US Air Force is developing a weapon that could potentially be used to disable North Korean missiles… https://t.co/lFN7EsA7rd,95
296,0.0,0.0,1.0,@CNN,0.0,"A man walking his dog on a British Columbia beach found a foot in a shoe, along with part of a leg. It's the 13th f… https://t.co/JCo4e9vIV2",96
297,-0.34,0.124,0.876,@CNN,0.0,“Samir Lakhani was a college student when he started his nonprofit @ecosoapbank taking discarded soap from hotels a… https://t.co/EXCOg1AGC0,97
298,0.0,0.0,1.0,@CNN,0.0,"RT @cnnbrk: Several people threw burning objects at a synagogue in Gothenburg, Sweden, late Saturday, police said. The incident is under in…",98
299,-0.4391,0.145,0.855,@CNN,0.0,"From movie star to entrepreneur – Jessica Alba tells @PoppyHarlowCNN that she ""was always very uncomfortable with t… https://t.co/JPAuZnk1uB",99
300,0.2263,0.0,0.921,@FoxNews,0.079,".@guypbensonon GOP tax plan: ""While it may not raise wages, it will allow people to keep more of their own money ra… https://t.co/yoUxI14PNk",0
301,-0.25,0.134,0.776,@FoxNews,0.091,".@SteveHiltonx: ""Republicans are wrong to claim that their tax bill will raise incomes as well. They don't seem to… https://t.co/CN9RDW4k0n",1
302,0.4404,0.0,0.756,@FoxNews,0.244,"Tigertown: Morris, Trammell elected to baseball Hall of Fame https://t.co/k4oeC4B79M",2
303,0.5759,0.0,0.629,@FoxNews,0.371,Jerry Brown: Trump doesn't fear 'the wrath of God' https://t.co/Vf4DSUpfZl,3
304,0.3612,0.0,0.839,@FoxNews,0.161,"Democratic campaign flyer compares Roy Moore to George Wallace, says he supports segregation https://t.co/7ewJ1ob2gm",4
305,-0.6597,0.375,0.625,@FoxNews,0.0,Mike Huckabee: Chelsea Handler's 'Vicious Attacks' Are Beginning to Backfire https://t.co/8aVWEi3DuZ,5
306,0.4588,0.159,0.511,@FoxNews,0.33,Goodell surprises terminally ill NY volunteer firefighter with Super Bowl tickets https://t.co/2VxzZSbKx0,6
307,-0.3182,0.248,0.588,@FoxNews,0.163,"Armie Hammer apologizes for comments about Casey Affleck, sexual assault https://t.co/YsRDA3MtYl",7
308,0.0,0.0,1.0,@FoxNews,0.0,RIGHT NOW: Brian @Kilmeade Goes Inside the Life and Legacy of Andrew Jackson - Tune in at 8p &amp; 11p ET on Fox News C… https://t.co/xzmRjuuV8G,8
309,-0.4215,0.259,0.741,@FoxNews,0.0,Pence responds to Abbas snub over Jerusalem decision https://t.co/qinBMGmKac,9
310,0.0258,0.169,0.657,@FoxNews,0.174,'Coco' wins the box office again as theaters prepare for 'Star Wars: The Last Jedi' https://t.co/17yNivHLb7,10
311,-0.6249,0.291,0.709,@FoxNews,0.0,Rep. King: Worst Thing Trump Could Do Is Remove Mueller https://t.co/PkH1lj73CG,11
312,0.5267,0.0,0.841,@FoxNews,0.159,RT @EricShawnTV: Not just Russia: A new call tonight for a 2nd Independent Counsel to investigate the #Obama Justice Department's handling…,12
313,-0.7506,0.39,0.61,@FoxNews,0.0,"Woman who looked at eclipse suffered crescent-shaped eye damage, study shows https://t.co/OHsZnVVkmv",13
314,0.6908,0.0,0.637,@FoxNews,0.363,OPINION: North Korea won't start a war - @realDonaldTrump shouldn't launch an attack https://t.co/PkqBVrsoDj,14
315,0.6329,0.0,0.68,@FoxNews,0.32,"OPINION: Obama still doesn’t get it – optimism, not whining, grows an economy https://t.co/wvdPYwYMLp",15
316,0.0,0.0,1.0,@FoxNews,0.0,"Jonathan Wachtel on @POTUS' Israel decision: ""Of course there's a lot of concern in the world about where all this… https://t.co/U68BNEXiW2",16
317,0.0,0.0,1.0,@FoxNews,0.0,"Jonathan Wachtel on @POTUS' Israel decision: ""Look at that speech word by word and you will see plenty of room in t… https://t.co/HA7laZSQVo",17
318,0.3818,0.0,0.874,@FoxNews,0.126,"Jonathan Wachtel on @POTUS' Israel decision: ""President #Trump isn't the only US president to have taken a bold ste… https://t.co/I6XgbQOMkr",18
319,0.1511,0.0,0.91,@FoxNews,0.09,".@RepDougCollins on @HillaryClinton investigation: ""[Clinton] has been around this town, she was not unaware of wha… https://t.co/q8jgNevL4t",19
320,-0.4939,0.225,0.775,@FoxNews,0.0,"Hundreds of homes destroyed in California wildfires, @WillCarrFNC reports. @ANHQDC https://t.co/D1aSjJ5SWz https://t.co/a4a42SHdGy",20
321,-0.8398,0.454,0.546,@FoxNews,0.0,'Stain on America!' @realDonaldTrump denounces 'Fake News Media' after string of major reporting errors exposed https://t.co/lcX2qh2WuV,21
322,-0.4215,0.167,0.833,@FoxNews,0.0,Roy Moore denies misconduct allegations in new interview: 'I did not date underaged women' https://t.co/QiGmosf6eG,22
323,0.34,0.0,0.833,@FoxNews,0.167,"North Korea is hacking bitcoin exchanges as currency value soars, expert says https://t.co/jBDuJAYBjG",23
324,0.0,0.0,1.0,@FoxNews,0.0,TONIGHT: Brian @Kilmeade Goes Inside the Life and Legacy of Andrew Jackson - Tune in at 8p &amp; 11p ET on Fox News Cha… https://t.co/vK2B5y9nBz,24
325,0.3612,0.0,0.828,@FoxNews,0.172,Pelosi suggests Trump early days in office like neophyte performing 'brain surgery' https://t.co/fjDqHcSYw7,25
326,0.0,0.0,1.0,@FoxNews,0.0,"At his rally Friday in Florida, @POTUS reiterated his hard-line stance on immigration. https://t.co/23mOEFXJ7a https://t.co/lTWYHgjgJS",26
